cbo,wmc,dit,rfc,lcom,totalMethods,totalFields,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocks,uniqueWordsQty,defect
30,48,1,51,76,13,2,0,199,18,5,11,3,0,7,3,44,1,39,4,123,1
30,138,5,126,619,64,26,6,914,45,13,31,7,5,40,24,85,24,64,5,434,1
7,10,1,9,4,9,5,0,41,4,0,0,1,0,1,1,7,0,5,1,36,0
5,10,1,9,4,9,4,0,40,4,0,0,1,0,1,1,6,0,4,1,32,1
8,12,2,21,9,6,5,0,72,2,1,0,0,1,2,8,21,10,20,4,46,0
8,12,1,22,9,6,5,0,71,2,1,0,0,1,2,9,20,11,19,4,44,1
7,27,1,16,37,14,4,5,160,9,1,5,0,6,0,0,16,0,12,2,130,0
8,24,1,13,14,12,4,0,146,9,1,4,0,6,0,0,15,0,11,2,127,1
3,95,1,30,409,62,4,44,711,65,0,24,0,9,4,43,96,127,31,1,320,0
5,95,1,28,409,62,4,0,711,65,0,24,0,9,4,43,96,127,31,1,320,1
10,66,1,72,395,34,6,0,240,20,0,22,0,0,3,11,32,1,28,2,128,0
6,66,1,71,395,34,6,0,241,20,0,22,0,0,3,11,32,1,28,2,128,1
35,63,14,128,124,36,22,15,413,40,0,19,1,3,61,3,33,4,52,14,210,1
14,63,1,2,1953,63,1,0,113,3,0,0,0,0,2,1,1,0,1,0,144,0
24,58,1,2,1653,58,1,0,108,3,0,0,0,0,2,1,1,0,1,0,144,1
6,20,5,39,5,7,8,2,127,5,4,4,0,3,5,26,25,10,25,3,96,0
13,20,1,37,5,7,8,0,127,5,4,4,0,3,5,26,25,10,25,3,96,1
13,7,3,9,6,6,6,1,42,4,1,0,0,0,1,6,9,3,8,1,65,0
19,7,2,9,6,6,6,0,42,4,1,0,0,0,1,5,9,2,8,1,65,1
14,17,2,11,76,16,5,3,103,11,0,1,0,0,0,0,6,0,5,1,68,0
15,17,1,11,76,16,5,0,103,11,0,1,0,0,0,0,6,0,5,1,61,1
8,111,2,28,79,19,10,25,302,19,22,26,1,7,48,66,74,36,44,8,154,0
11,107,1,23,79,19,10,0,298,19,22,26,1,7,48,66,70,36,44,8,154,1
8,22,4,25,15,15,9,5,109,14,1,2,0,0,2,6,10,0,9,3,89,1
12,157,2,12,6383,155,2,2,649,73,1,0,1,0,4,21,11,0,11,2,229,0
33,157,2,10,6389,155,1,0,645,73,1,0,1,0,4,21,8,0,10,2,227,1
9,29,1,46,26,8,4,9,152,6,2,5,2,2,16,9,28,12,24,4,144,0
9,29,1,45,26,8,4,0,152,6,2,5,2,2,16,9,28,12,24,4,144,1
3,76,1,16,162,45,7,21,321,42,3,1,0,8,3,31,21,13,20,2,154,0
7,76,1,14,162,45,7,0,320,42,3,1,0,8,3,31,21,13,20,2,154,1
5,12,2,16,0,5,3,3,73,6,0,3,3,0,6,0,11,4,9,3,86,0
17,12,2,16,0,5,3,0,73,6,0,3,3,0,6,0,11,4,9,3,86,1
9,46,2,55,208,28,8,0,178,7,0,18,0,0,19,12,33,1,32,1,69,0
10,46,1,54,198,28,8,0,178,7,0,18,0,0,19,12,33,1,32,1,69,1
7,4,2,13,3,3,0,1,24,1,0,0,1,0,0,0,3,0,3,1,30,1
22,84,2,120,81,20,13,30,431,16,21,12,7,2,56,16,110,32,83,6,196,0
36,84,2,112,81,20,13,0,430,16,21,12,7,2,56,16,110,32,83,6,196,1
73,69,14,210,172,25,20,1,704,14,0,12,3,2,89,79,91,12,151,10,288,0
74,70,11,209,172,25,20,0,708,14,0,12,3,2,89,80,91,12,151,10,288,1
4,27,2,27,15,6,0,4,109,13,0,0,1,0,70,6,11,8,8,2,83,0
9,27,1,29,15,6,0,0,109,13,0,0,1,0,71,6,11,9,8,2,83,1
27,77,3,83,80,28,16,3,496,18,4,22,1,2,12,14,55,10,54,5,156,0
31,75,2,77,80,27,15,0,472,18,4,22,1,2,10,13,52,9,51,5,147,1
34,39,1,44,223,22,7,0,136,2,1,6,0,1,4,8,20,1,21,4,88,0
25,39,1,44,223,22,7,0,136,2,1,6,0,1,4,8,20,1,21,4,88,1
63,166,9,213,303,44,14,2,739,33,4,65,0,5,51,41,85,7,66,7,313,1
7,14,1,13,0,9,3,0,51,1,0,0,0,0,0,0,5,0,3,1,34,0
5,14,1,14,0,9,3,0,52,1,0,0,0,0,0,0,5,0,3,1,34,1
35,27,9,36,2,14,10,1,201,3,4,2,3,0,11,5,19,5,16,3,178,0
33,27,7,34,2,14,10,0,201,3,4,2,3,0,11,5,19,6,16,3,174,1
8,18,1,24,10,5,1,0,54,4,0,6,0,2,2,0,7,1,4,2,50,0
6,18,1,24,10,5,1,0,54,4,0,6,0,2,2,0,7,1,4,2,50,1
52,368,16,325,2518,92,33,21,1619,106,27,96,15,3,159,35,211,42,163,19,583,0
82,370,15,308,2518,92,33,0,1630,106,27,97,16,3,159,35,213,42,164,19,583,1
84,184,6,158,1302,58,12,9,648,84,14,48,2,17,40,52,157,29,100,6,328,0
76,184,4,154,1302,58,12,0,648,84,14,48,2,17,40,52,157,29,100,6,328,1
14,31,2,35,86,21,10,0,133,3,0,0,0,1,6,4,13,1,13,1,100,1
161,159,25,191,347,51,2,26,918,25,23,25,0,5,5,51,167,34,113,20,524,0
91,159,25,189,347,51,2,0,906,25,23,25,0,5,5,51,167,34,113,20,524,1
72,199,26,115,64,39,37,41,1316,17,68,36,2,39,58,156,359,126,228,25,594,0
58,199,9,114,64,39,37,0,1316,17,68,36,2,39,58,156,359,126,228,25,594,1
3,29,1,4,0,19,3,2,187,12,0,7,0,13,0,17,54,38,10,1,108,0
3,29,1,4,0,19,3,0,187,12,0,7,0,13,0,17,54,38,10,1,110,1
15,68,1,88,46,16,12,6,327,10,7,20,7,1,23,20,80,13,64,5,141,0
27,68,1,81,46,16,12,0,327,10,7,20,7,1,23,19,80,13,64,5,141,1
23,488,2,105,107880,465,3,14,2144,2,7,0,1,16,2596,550,269,303,243,1,645,0
33,490,1,102,108811,467,3,0,2150,2,7,0,1,16,2598,550,269,303,243,1,645,1
25,148,1,68,33,10,4,17,339,5,10,49,2,12,97,45,98,15,76,9,126,1
7,25,1,15,3,7,3,0,83,0,4,8,1,0,6,1,6,0,5,2,47,0
8,25,1,15,3,7,3,0,83,0,4,8,1,0,6,1,6,0,5,2,47,1
44,378,21,201,533,63,81,140,1702,41,22,78,21,58,423,103,311,73,203,18,820,0
88,378,8,182,533,63,81,0,1702,41,22,78,21,58,423,103,311,73,203,18,820,1
2,7,1,0,0,1,0,0,23,2,2,2,0,1,0,5,5,2,3,3,14,0
0,7,1,0,0,1,0,0,23,2,2,2,0,1,0,5,5,2,3,3,14,1
12,7,1,6,4,4,5,3,25,2,0,0,0,0,9,0,5,3,5,1,45,0
15,7,1,7,4,4,5,0,25,2,0,0,0,0,8,0,5,2,5,1,45,1
12,23,2,23,18,8,4,0,98,9,4,2,1,2,7,0,16,3,13,4,150,0
21,22,1,20,18,8,4,0,95,8,4,1,1,2,7,0,16,3,13,4,150,1
3,3,2,7,3,3,0,0,18,2,0,0,0,0,8,0,0,0,0,0,30,1
44,88,12,127,205,35,5,1,679,23,3,15,1,4,22,8,41,13,40,15,212,0
55,87,12,125,205,35,5,0,679,23,3,14,1,3,22,8,41,13,40,15,212,1
22,142,2,63,3403,85,1,15,833,58,7,2,0,0,36,11,48,7,52,3,466,0
42,142,2,54,3403,85,1,0,833,58,7,2,0,0,36,11,48,7,52,3,466,1
13,8,2,28,10,5,5,1,78,0,0,2,0,0,12,0,14,0,15,1,76,0
12,8,1,28,10,5,5,0,78,0,0,2,0,0,12,0,14,0,15,1,76,1
29,82,6,76,647,42,4,0,283,12,5,13,0,6,0,16,21,5,18,6,128,0
25,82,5,75,647,42,4,0,284,13,5,14,0,6,0,16,21,5,18,6,128,1
16,36,5,23,31,12,1,10,136,20,1,6,0,3,0,7,15,7,13,5,51,0
13,36,3,23,31,12,1,0,136,20,1,6,0,3,0,7,15,7,13,5,51,1
15,14,5,30,9,8,2,1,81,4,0,2,1,0,7,2,17,4,15,3,71,1
9,70,2,43,1003,51,33,2,369,19,1,11,0,23,4,66,105,57,48,2,175,0
7,68,1,41,1003,51,33,0,362,19,1,9,0,23,4,66,102,57,46,1,174,1
16,63,1,41,0,20,36,2,263,4,9,14,0,20,4,106,109,81,84,2,292,0
8,63,1,37,0,20,36,0,263,4,9,14,0,20,4,107,109,81,84,2,292,1
62,91,19,149,66,33,67,11,834,20,10,10,3,2,297,18,139,46,110,11,753,0
81,85,10,134,61,32,67,0,797,20,10,9,3,2,292,15,133,46,107,11,751,1
6,212,1,158,13480,165,3,8,581,24,0,13,0,7,23,29,20,21,17,6,237,0
10,212,1,156,13478,165,3,0,581,24,0,13,0,7,23,29,20,21,17,6,237,1
58,176,12,179,3543,107,49,9,1237,44,4,34,1,6,4,60,157,26,105,4,609,0
61,176,7,163,3543,107,49,0,1236,44,4,34,1,6,4,60,157,26,105,4,609,1
3,6,2,13,0,3,1,0,51,1,0,0,0,0,1,0,4,0,4,1,47,1
24,70,3,75,107,27,19,0,355,7,2,20,0,4,2,58,50,2,33,2,213,0
23,64,2,72,126,25,19,0,335,6,2,20,0,4,2,58,51,2,33,2,212,1
34,292,5,239,3588,102,31,31,1433,97,42,61,28,4,105,31,123,42,112,6,495,0
62,286,4,214,3550,101,30,0,1380,96,39,60,28,3,105,30,119,41,109,7,464,1
27,84,10,49,609,44,27,2,558,28,4,14,1,3,32,35,72,2,48,6,416,0
34,83,4,46,609,44,27,0,556,28,4,12,1,3,32,35,71,2,47,6,420,1
4,11,1,20,3,3,0,0,37,3,5,3,0,0,3,0,5,0,4,3,35,0
8,11,1,19,3,3,0,0,36,3,5,3,0,0,3,0,4,0,3,3,34,1
20,115,2,48,0,11,15,17,612,18,13,51,1,3,36,39,100,13,55,12,211,0
25,114,2,44,0,11,15,0,612,18,13,51,1,3,36,39,100,13,55,12,211,1
74,67,18,84,123,41,12,22,447,48,1,8,0,7,2,0,33,0,28,5,293,1
17,12,4,16,8,8,0,1,65,9,1,1,1,0,4,0,2,1,1,1,32,0
18,12,3,16,8,8,0,0,65,9,1,1,1,0,4,0,2,1,1,1,32,1
16,89,3,52,261,36,17,0,322,17,1,32,0,8,6,23,79,15,44,4,172,0
14,89,2,51,261,36,17,0,322,17,1,32,0,8,6,31,79,15,44,4,172,1
18,93,3,30,2203,71,6,1,528,38,1,13,0,6,15,9,18,5,15,3,951,0
24,93,3,29,2203,71,6,0,528,38,1,13,0,6,15,9,18,5,15,3,951,1
9,36,2,13,143,22,12,1,200,9,0,2,1,0,0,2,13,0,13,1,151,0
14,35,2,12,143,22,12,0,198,9,0,1,1,0,0,2,13,0,13,1,151,1
40,448,11,264,11256,162,64,167,1820,148,15,103,21,21,183,98,279,44,209,9,923,0
93,447,11,218,11256,162,64,0,1820,148,15,103,21,20,183,98,279,44,209,9,923,1
7,50,2,43,0,13,6,1,221,9,1,16,4,0,7,7,38,5,25,7,95,1
8,17,4,15,4,8,11,2,139,6,1,3,0,0,2,10,17,1,15,3,101,0
13,17,4,14,4,8,11,0,139,6,1,3,0,0,2,10,17,1,15,3,101,1
3,68,1,69,41,14,14,17,296,12,3,15,10,1,29,15,59,14,50,6,184,0
15,65,1,65,28,13,14,0,288,11,3,13,10,0,28,14,59,13,50,6,168,1
0,6,1,0,15,6,0,0,46,3,0,0,0,0,0,0,0,0,0,0,98,0
1,6,1,0,15,6,0,0,46,3,0,0,0,0,0,0,0,0,0,0,99,1
26,30,3,19,38,26,12,0,188,23,0,4,0,0,5,0,25,2,16,1,68,0
27,29,2,18,38,26,12,0,186,23,0,3,0,0,5,0,25,2,16,1,68,1
83,347,20,201,5276,166,71,15,2281,171,7,96,5,7,23,95,230,22,145,17,957,0
95,347,15,190,5276,166,71,0,2281,171,7,96,5,7,23,95,230,22,145,17,957,1
26,122,4,109,48,18,17,5,598,29,4,46,16,11,95,59,150,7,96,5,248,1
21,41,8,62,1,10,8,0,179,4,1,8,0,1,9,0,29,2,25,8,205,0
23,41,3,62,1,10,8,0,179,4,1,7,0,1,9,0,29,2,25,8,205,1
39,142,3,201,14,14,18,28,926,18,8,53,12,5,66,41,130,8,94,10,276,0
74,142,3,188,14,14,18,0,924,18,8,53,12,5,66,41,130,8,94,10,276,1
59,570,1,326,12926,192,26,29,2325,134,77,175,35,36,128,202,473,89,318,7,858,0
69,570,1,290,12926,192,26,0,2325,134,77,175,35,36,128,202,473,89,318,7,858,1
72,154,1,145,1007,55,24,13,603,37,10,33,10,1,111,41,101,23,86,4,402,0
78,154,1,138,1007,55,24,0,603,37,10,33,10,1,110,41,101,23,86,4,402,1
2,34,1,31,15,6,1,3,159,5,3,4,0,0,89,3,17,30,16,5,63,0
5,34,1,29,15,6,1,0,159,5,3,4,0,0,88,3,17,30,16,5,63,1
16,70,5,66,23,24,6,15,375,5,9,16,15,0,25,5,47,2,35,6,110,1
35,48,7,92,158,27,14,8,347,10,1,6,0,1,18,22,77,8,68,5,251,0
39,47,4,86,162,27,14,0,344,10,1,6,0,1,18,22,76,8,67,5,249,1
20,14,3,29,9,8,2,0,81,4,0,2,1,0,7,2,17,4,15,3,71,0
20,13,3,28,5,7,2,0,78,3,0,2,1,0,7,2,17,4,15,3,70,1
66,74,22,154,184,43,10,0,594,6,0,7,1,1,21,21,66,3,52,5,319,0
64,70,20,151,136,39,10,0,583,6,0,7,1,1,21,20,66,3,52,5,318,1
3,34,1,37,0,10,6,11,205,8,0,6,6,4,27,7,23,1,16,2,141,0
8,34,1,38,0,10,6,0,205,8,0,6,6,4,27,7,23,1,16,2,141,1
11,50,1,42,0,13,6,0,221,9,1,16,4,0,7,7,38,5,25,7,95,0
11,50,1,42,0,13,6,0,224,9,1,16,4,0,7,7,38,5,25,7,95,1
75,128,30,126,866,63,10,6,858,56,5,40,6,1,18,11,60,5,41,19,300,1
24,93,5,79,276,49,30,10,641,37,5,17,0,4,2,14,71,8,54,8,195,0
40,93,5,77,276,49,30,0,641,37,5,17,0,4,2,14,71,8,54,8,195,1
9,27,1,28,30,13,5,4,118,14,3,2,1,2,11,2,13,3,10,2,109,0
20,27,1,27,30,13,5,0,118,14,3,2,1,2,11,2,13,3,10,2,109,1
11,18,2,17,0,4,12,2,94,2,4,7,1,1,4,6,23,0,18,3,83,0
12,18,1,17,0,4,12,0,94,2,4,7,1,1,4,6,23,0,18,3,83,1
65,51,27,74,0,24,18,0,478,43,2,2,0,9,103,0,46,2,46,12,415,0
81,47,23,62,0,20,18,0,426,39,2,2,0,8,103,0,42,2,42,12,371,1
57,92,1,0,4186,92,0,0,664,0,0,0,0,0,0,0,0,0,0,0,295,0
56,92,1,0,4186,92,0,0,664,0,0,0,0,0,0,0,0,0,0,0,295,1
4,5,2,9,0,2,2,0,27,2,0,2,0,0,2,0,2,2,2,1,41,1
6,21,2,43,40,12,13,6,100,5,4,2,1,2,13,3,28,13,24,2,66,0
11,21,1,42,40,12,13,0,100,5,4,2,1,2,13,3,28,13,24,2,66,1
18,46,5,37,178,27,9,2,183,11,6,2,0,0,2,5,28,1,21,4,96,0
18,46,2,33,178,27,9,0,183,11,6,2,0,0,2,5,28,1,21,4,96,1
47,81,11,70,755,67,16,0,354,13,2,8,0,0,27,3,12,0,24,1,205,0
47,80,10,70,755,67,16,0,354,13,2,7,0,0,26,3,12,0,24,1,204,1
34,83,3,117,39,16,8,16,469,12,10,22,10,8,103,29,87,30,72,14,373,0
40,82,3,112,39,16,8,0,469,12,10,21,10,8,102,29,87,30,72,14,373,1
20,60,6,50,16,16,8,1,344,9,2,11,4,3,42,16,34,6,22,9,221,0
24,59,5,49,16,16,8,0,334,9,2,11,4,3,38,16,33,6,22,9,212,1
26,90,4,77,1084,54,32,2,372,19,5,15,0,4,1,77,83,26,51,6,213,1
59,167,13,148,319,54,34,26,971,54,15,45,4,4,119,40,127,8,114,6,745,0
62,167,9,131,319,54,34,0,968,54,15,45,4,4,119,40,127,8,114,6,745,1
30,263,9,141,0,67,37,3,1285,68,3,60,20,5,12,91,128,18,61,19,420,0
39,263,9,132,0,67,37,0,1285,68,3,60,20,5,12,91,128,18,61,19,420,1
5,40,1,41,80,17,7,10,181,13,2,6,5,1,12,3,36,2,26,4,85,0
13,25,1,27,55,15,7,0,100,9,2,2,2,0,7,3,14,2,13,2,61,1
10,25,1,23,6,4,0,5,125,4,6,12,0,10,5,25,41,18,31,3,89,0
12,23,1,21,6,4,0,0,110,4,6,12,0,6,5,21,29,10,24,3,83,1
3,11,1,19,13,6,2,13,56,3,0,5,1,0,12,0,19,2,17,1,55,0
9,11,1,13,13,6,2,0,56,3,0,5,1,0,14,0,19,2,17,1,55,1
6,30,2,32,108,16,4,0,135,16,0,7,4,0,9,1,8,0,8,2,109,1
1,3,1,5,1,2,0,1,28,0,0,0,1,0,9,0,8,4,8,1,31,0
3,3,1,5,1,2,0,0,28,0,0,0,1,0,9,0,8,4,8,1,31,1
1,4,1,7,1,2,0,4,29,1,0,0,0,0,3,0,0,2,0,1,35,0
1,4,1,6,1,2,0,0,29,1,0,0,0,0,3,0,0,2,0,1,35,1
4,21,2,19,18,9,3,0,79,3,0,4,3,0,5,0,12,1,8,2,53,0
8,20,1,19,22,9,3,0,77,3,0,3,3,0,5,0,12,1,8,2,53,1
24,110,2,101,879,46,28,9,567,12,11,7,5,0,52,9,113,14,79,4,300,0
36,110,1,93,879,46,28,0,567,12,11,7,5,0,52,9,113,14,79,4,301,1
53,86,1,0,3655,86,0,0,602,0,0,0,0,0,0,0,0,0,0,0,295,0
53,86,1,0,3655,86,0,0,602,0,0,0,0,0,0,0,0,0,0,0,295,1
4,23,1,36,28,8,0,17,99,10,1,9,2,1,9,3,30,0,23,2,72,1
146,311,169,341,148,148,7,0,2370,181,3,73,7,4,92,136,199,11,155,60,1293,0
299,307,53,331,148,148,7,0,2360,181,3,72,7,3,89,136,197,11,154,60,1287,1
14,20,1,34,4,4,2,3,94,5,1,5,2,1,4,2,21,0,16,4,52,0
16,18,1,31,4,4,1,0,87,5,1,4,2,1,3,2,20,0,15,4,43,1
25,21,2,40,0,3,32,0,175,2,1,0,0,0,59,70,44,0,41,3,200,0
28,21,1,40,0,3,32,0,175,2,1,0,0,0,59,70,44,0,41,3,200,1
18,150,2,119,2329,74,39,1,550,41,9,19,0,8,6,62,121,29,74,3,298,0
18,150,1,113,2329,74,39,0,550,41,9,19,0,8,6,62,121,29,74,3,276,1
22,30,18,11,1,19,16,0,432,17,1,8,0,12,0,17,32,33,27,4,335,0
20,30,6,11,1,19,16,0,432,17,1,8,0,12,0,16,32,32,27,4,335,1
9,33,4,30,134,19,6,0,151,5,0,4,0,0,20,11,19,0,12,3,93,1
15,28,3,56,0,14,4,2,159,3,0,2,5,4,14,0,22,7,16,4,81,0
19,25,2,54,0,13,4,0,145,3,0,2,5,3,12,0,21,6,15,3,80,1
34,24,14,63,4,17,10,2,231,5,1,4,1,0,7,1,19,0,21,3,138,0
35,23,14,63,4,17,10,0,224,3,1,3,1,0,6,1,18,0,20,2,136,1
37,236,2,96,17716,189,6,15,1314,195,0,28,9,3,357,20,47,171,36,2,274,0
32,236,1,91,17716,189,6,0,1314,195,0,28,9,3,357,20,47,171,36,2,274,1
16,26,2,39,54,13,1,10,107,14,0,2,2,4,39,0,7,10,6,2,144,0
19,26,2,36,54,13,1,0,107,14,0,2,2,4,39,0,7,10,6,2,144,1
61,106,13,98,428,53,21,4,631,52,3,28,3,1,52,7,70,15,52,11,507,0
78,106,6,95,428,53,21,0,631,52,3,28,3,1,52,7,70,15,52,11,508,1
17,22,2,17,188,20,2,0,101,3,0,1,1,0,1,0,4,0,3,1,124,1
5,26,2,27,24,14,12,0,101,14,0,7,0,7,14,11,15,11,15,1,86,0
9,26,2,24,24,14,12,0,101,14,0,7,0,7,14,11,15,11,15,1,86,1
6,46,8,22,8,22,5,9,279,17,3,12,3,0,6,1,22,0,8,3,165,0
18,44,3,18,6,21,5,0,267,15,3,11,3,0,6,1,22,0,8,2,158,1
17,15,2,28,10,5,2,4,85,4,0,5,0,2,11,4,14,3,14,4,150,0
14,15,1,27,10,5,2,0,85,4,0,5,0,2,11,2,14,3,14,4,150,1
55,49,11,65,37,24,14,9,309,20,2,10,2,2,12,6,41,4,36,8,192,0
80,47,8,60,37,24,13,0,302,20,2,8,2,2,12,6,37,4,33,8,188,1
11,111,2,85,196,25,29,7,622,16,8,17,35,0,138,67,118,28,78,5,224,0
23,109,1,79,196,25,29,0,617,16,7,16,35,0,138,66,117,28,77,5,224,1
4,9,1,7,0,9,2,0,32,7,0,0,0,0,0,0,0,0,2,0,16,1
46,102,2,140,388,46,22,14,791,21,10,17,27,3,55,18,87,10,65,4,1209,0
56,102,2,129,388,46,22,0,791,21,10,17,27,3,55,18,87,10,65,4,1210,1
22,83,3,46,126,36,9,3,531,11,0,26,3,0,3,13,15,0,12,5,153,0
28,83,3,46,126,36,9,0,531,11,0,26,3,0,3,13,15,0,12,5,153,1
8,5,2,18,0,2,2,1,31,2,0,1,0,0,3,1,6,0,6,1,55,0
7,6,1,14,0,2,2,0,29,3,0,4,0,0,3,0,5,0,6,1,54,1
12,36,2,21,307,26,6,2,165,13,0,9,0,0,19,2,23,3,14,2,204,0
16,36,2,18,307,26,6,0,164,13,0,9,0,0,19,2,23,3,14,2,198,1
18,81,2,82,524,38,12,2,305,26,4,18,1,0,26,0,51,8,45,4,176,0
36,80,2,73,524,38,12,0,300,26,4,18,1,0,26,0,50,8,44,4,174,1
2,6,1,3,0,5,3,0,26,2,0,1,0,0,2,3,4,1,4,1,21,1
13,7,2,27,15,6,0,0,78,0,0,0,0,0,18,0,10,1,10,1,60,0
14,7,1,27,15,6,0,0,78,0,0,0,0,0,18,0,10,1,10,1,60,1
5,7,1,9,3,3,1,0,35,3,0,2,0,0,21,0,0,0,1,1,57,0
2,7,1,9,3,3,1,0,32,3,0,2,0,0,15,0,0,0,1,1,57,1
9,21,2,23,32,14,7,0,155,15,0,3,1,0,4,0,14,0,13,3,80,0
9,21,2,23,32,14,7,0,155,15,0,3,1,0,4,0,14,0,13,3,83,1
13,63,5,69,0,13,14,8,291,19,6,20,2,2,14,6,43,4,34,11,136,0
27,62,3,61,0,13,14,0,279,19,5,20,2,2,14,5,41,4,33,11,133,1
45,1701,13,758,199780,754,109,387,8804,487,105,447,67,198,330,743,967,370,627,15,2950,0
119,1701,11,647,199780,754,109,0,8801,487,105,447,67,198,326,743,966,370,627,15,2950,1
4,33,1,38,21,7,5,9,169,7,2,7,3,1,10,45,54,26,39,4,121,1
10,22,2,42,0,6,3,0,103,4,3,9,0,1,45,0,17,16,12,3,94,0
13,22,1,40,0,6,3,0,103,4,3,9,0,1,45,0,17,16,12,3,94,1
55,213,12,173,845,66,46,0,1027,40,5,99,2,6,24,47,142,2,110,10,335,0
55,213,12,173,845,66,46,0,1027,40,5,99,2,6,24,47,142,2,110,10,335,1
9,4,2,7,3,3,5,1,30,3,0,0,0,0,10,0,1,0,6,1,46,0
9,4,1,7,3,3,5,0,30,3,0,0,0,0,10,0,1,0,6,1,46,1
35,51,5,61,92,25,13,2,250,14,3,5,4,3,13,12,34,3,32,8,178,0
43,48,4,59,92,25,13,0,243,14,3,5,4,2,9,12,33,2,31,8,166,1
20,36,4,58,1,18,5,5,232,16,3,0,2,1,14,2,29,8,26,3,140,0
35,35,4,55,1,18,5,0,228,15,3,0,2,1,13,2,29,8,26,3,140,1
5,8,1,4,9,6,2,1,27,3,0,2,0,0,0,0,3,0,3,1,35,1
13,20,2,14,7,10,8,0,123,5,0,4,0,2,5,8,24,5,13,2,104,0
19,20,2,12,7,10,8,0,124,5,0,4,0,2,5,8,26,5,14,2,103,1
7,15,1,10,75,15,1,0,136,12,0,0,0,0,0,5,3,0,3,0,77,0
6,15,1,10,75,15,1,0,136,12,0,0,0,0,0,6,3,0,3,0,77,1
11,26,2,34,8,10,13,7,147,3,1,5,3,0,10,6,23,2,19,2,117,0
21,25,2,29,8,10,13,0,145,3,1,5,3,0,10,5,21,2,18,2,116,1
16,10,2,38,4,4,1,0,77,1,3,2,0,0,16,0,28,2,21,2,94,0
20,10,1,35,4,4,1,0,75,1,3,2,0,0,10,0,28,1,21,2,73,1
17,19,1,32,1,6,3,3,119,3,1,5,0,0,10,1,12,0,11,3,131,0
25,18,1,31,1,6,3,0,117,3,1,4,0,0,10,1,12,0,11,3,131,1
17,32,2,46,12,13,4,2,178,5,4,1,8,0,4,2,26,1,28,5,79,1
4,43,3,36,50,14,8,18,193,21,3,13,4,1,8,13,30,5,28,4,105,0
11,43,3,34,50,14,8,0,193,21,3,13,4,1,8,13,30,5,28,4,105,1
42,115,10,101,263,40,35,3,665,25,2,28,0,24,5,35,152,27,101,7,657,0
38,114,9,101,263,40,35,0,662,25,2,28,0,23,5,35,152,27,101,7,657,1
0,4,1,0,6,4,0,0,17,3,0,0,0,4,0,2,0,2,0,0,36,0
0,4,1,0,6,4,0,0,17,3,0,0,0,4,0,2,0,2,0,0,36,1
43,139,1,37,101,15,7,52,544,29,29,31,0,25,10,66,157,17,107,5,236,0
49,140,1,37,103,15,7,0,544,29,29,31,0,25,10,66,157,17,107,5,236,1
7,18,2,26,0,1,0,0,51,3,1,7,0,2,6,3,11,4,11,4,46,0
7,17,1,26,0,1,0,0,48,2,1,6,0,2,6,3,11,4,11,4,46,1
38,62,9,115,216,32,24,8,454,18,2,11,0,6,17,24,98,7,88,8,298,1
5,102,2,72,76,14,2,12,330,17,13,21,5,7,84,46,65,40,39,5,113,0
16,102,2,60,76,14,2,0,330,17,13,21,5,7,82,46,65,38,39,5,113,1
40,144,2,67,404,33,10,7,332,43,9,57,0,13,4,31,78,7,51,8,143,0
45,143,2,65,404,33,10,0,329,43,9,57,0,13,4,31,77,7,50,8,143,1
40,167,18,166,330,50,13,7,925,37,19,48,17,4,79,19,129,26,113,17,362,0
66,166,18,151,330,50,13,0,921,37,19,47,17,4,79,19,129,26,113,16,359,1
4,13,5,9,0,9,2,2,72,4,1,1,1,1,2,0,4,0,4,3,40,0
9,12,4,9,0,9,2,0,72,4,1,1,1,1,1,0,4,0,4,3,40,1
3,5,2,3,0,2,1,0,12,2,0,3,0,0,0,0,1,0,1,1,11,0
4,3,1,1,0,2,1,0,12,2,0,1,0,0,0,0,1,0,1,1,11,1
9,22,2,19,21,7,2,0,86,14,1,1,0,4,0,17,16,2,14,2,51,1
5,24,2,16,36,13,2,0,87,5,4,4,1,0,1,7,19,0,17,3,42,0
5,23,1,12,36,13,2,0,86,5,4,3,1,0,1,7,18,0,16,3,41,1
4,70,2,43,4,36,17,6,263,41,3,18,1,3,104,14,53,14,35,4,111,0
20,70,2,40,4,36,17,0,263,41,3,18,1,3,104,14,53,14,35,4,111,1
3,16,1,10,0,8,2,4,52,7,0,8,0,1,1,3,9,2,4,1,31,0
7,23,1,7,0,9,2,0,56,9,0,12,0,1,2,4,9,2,4,1,30,1
59,294,17,174,393,68,69,31,1392,36,6,56,0,37,18,154,336,179,139,9,593,0
54,294,14,170,393,68,69,0,1392,36,6,56,0,37,18,154,336,179,139,9,594,1
4,16,1,12,19,7,3,1,85,10,0,1,2,0,9,8,17,3,9,3,52,0
11,16,1,12,19,7,3,0,85,9,0,1,2,0,10,8,17,4,9,3,56,1
7,28,5,57,8,8,10,2,172,6,4,4,0,3,9,31,35,11,37,4,123,1
44,378,21,201,533,63,81,140,1702,41,22,78,21,58,423,103,311,73,203,18,820,0
88,378,8,182,533,63,81,0,1702,41,22,78,21,58,423,103,311,73,203,18,820,1
20,131,4,76,110,29,4,18,543,27,15,40,3,1,1,21,119,6,73,7,187,0
